"artist:ke-ta,{{artist:rei(sanbonzakura)}},[artist:ririko_(fhnngririko)],[[artist:koyama_hirokazu]],{artist:misheng_liu_yin},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:usashiro_mani]]],[artist:konya_karasue],{{{artist:potg(piotegu)}}},[[artist:reoen]],{{{artist:siera_(sieracitrus)}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:mvv}},{{{{artist:momozu_komamochi}}}},{artist:koyama_hirokazu},artist:noyu_(noyu23386566),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:liduk]],artist:wlop,{{artist:tidsean}},[[artist:mecha]],[[artist:sakurazawa_izumi]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:ru_zhai}}},[[artist:ciloranko]],{{artist:nixeu}},{artist:omone_hokoma_agm},{{artist:fuzichocomomoco}},{artist:chen_bin},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:olchas}},artist:v-mag,[[artist:atdan]],artist:poharo,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:gomzi,artist:mery_(yangmalgage),artist:sakurazawa_izumi,{{{artist:void_0}}},{{artist:maccha_(mochancc)}},[artist:konya_karasue],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:rolua},{{artist:omone_hokoma_agm}},{{{artist:houkisei}}},[[artist:mairo]],{artist:wlop},artist:reoen,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:meito_(maze)]]]],[artist:tab_head],{{artist:fuzichocomomoco}},artist:liduke,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:namie,{{artist:gomzi}},[artist:kedama_milkask_(askzy)],[[artist:reddizen]],artist:mafuyu,{{artist:dokuro_deluxe}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:chiaroscuro},{{artist:muloli}},[[artist:wanke]],[artist:usashiro_mani],{artist:aak},[[[[artist:shiratama_(shiratamaco)]]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:maccha_(mochancc)}},artist:dishwasher1910,artist:chiaroscuro,artist:kedama_milk,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:kedama_milk],{{{artist:namie}}},{{{artist:wlop}}},{artist:cool-kyou_shinja},{{artist:omone_hokoma_agm}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:sencha_(senchat)]],[[artist:tandohark]],artist:siera_(sieracitrus),artist:void_0,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:gomzi},{artist:nixeu},[[[artist:mafuyu]]],{artist:cofffee},{artist:colis},artist:chen_bin,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:omone_hokoma_agm}}},{artist:kedama_milkask_(askzy)},artist:7010,artist:mandrill,{{artist:potg(piotegu)}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:anmi],[artist:colis],[artist:sencha_(senchat)],[artist:ogata_tei],{{artist:tandohark}},{artist:fujiyama},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:aono_(f_i_s)}},[[[[artist:cool-kyou_shinja]]]],{artist:mairo},[[[artist:wlop]]],{artist:rella},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:rei(sanbonzakura)]],{{{artist:fishine}}},artist:potg(piotegu),{{{artist:chen_bin}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:meion]]]],artist:siera_(sieracitrus),{artist:asakuraf},{artist:mvv},[[artist:liduk]],[[artist:void_0]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:potg(piotegu)]],[[artist:mery_(yangmalgage)]],[[[artist:shiratama_(shiratamaco)]]],[[[artist:hiten_(hitenkei)]]],[[[[artist:gawako]]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:shimhaq}},artist:siera_(sieracitrus),artist:void_0,{artist:sakurazawa_izumi},[artist:ru_zhai],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:ruriri]]],{artist:dishwasher1910},{{artist:misaka_12003-gou}},[[[artist:tianliang_duohe_fangdongye]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:nixeu}}},{artist:liduke},{artist:onineko},{{artist:liduk}},{{{{artist:hiten_(hitenkei)}}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:mvv},[[artist:freng]],{artist:ebifuya},artist:nardack,[artist:shiratama_(shiratamaco)],{{artist:ririko_(fhnngririko)}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:ebifuya,[[artist:cui_(jidanhaidaitang)]],artist:misheng_liu_yin,{{{{artist:reddizen}}}},[artist:mignon],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:rella},[[artist:sho_(sho_lwlw)]],[[artist:as109]],{artist:wlop},[[artist:tandohark]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:dk_senie],{{{{artist:ogata_tei}}}},{{{artist:mvv}}},[[[artist:hiten_(hitenkei)]]],[[[artist:onineko]]],artist:maccha_(mochancc),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:fujiyama,artist:neco,[[artist:omone_hokoma_agm]],[artist:misaka_12003-gou],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:momozu_komamochi}},artist:sencha_(senchat),{artist:omone_hokoma_agm},artist:kase_daiki,artist:reddizen,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:dokuro_deluxe,{artist:momoko_(momopoco)},{{artist:onineko}},artist:poharo,[artist:fuzichoco],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:aak]]],{artist:rolua},{{{artist:binggong_asylum}}},[[artist:siera_(sieracitrus)]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:cool-kyou_shinja],{artist:maccha_(mochancc)},{{artist:ask(askzy)}},{{{{artist:wlop}}}},artist:ame_usari,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:misaka_12003-gou,{{artist:nekoda_(maoda)}},artist:mikozin,{artist:dk_senie},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:ningen_mame},[[artist:gawako]],artist:kousaki_rui,{artist:chiaroscuro},[artist:binggong_asylum],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:toake_mikage}},{{{artist:ciloranko}}},[artist:torino_aqua],{{artist:shiratama_(shiratamaco)}},{artist:mandrill},artist:chiaroscuro,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:namie]]],[[[[artist:rei_(sanbonzakura)]]]],{{artist:anmi}},{artist:sakurazawa_izumi},[[[artist:aak]]],artist:potg(piotegu),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:konya_karasue],artist:fujiyama,artist:reddizen,[[artist:hagimorijia]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:fishine],artist:ask(askzy),artist:v-mag,{artist:ru_zhai},{artist:anmi},[artist:mignon],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:void_0],[artist:maccha_(mochancc)],{{{artist:wlop}}},[[[artist:mikozin]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:misaka_12003-gou],[[artist:mandrill]],{{{artist:sho_(sho_lwlw)}}},[[artist:kedama_milkask_(askzy)]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:misaka_12003-gou,[[artist:nababa]],{artist:momoko_(momopoco)},[artist:liduke],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:fujiyama,{{{artist:saru}}},{artist:nardack},[[[[artist:beni_shake]]]],[artist:huanxiang_heitu],{{artist:mikozin}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:v-mag]]]],{artist:mikozin},[[artist:momoko_(momopoco)]],{{artist:usashiro_mani}},artist:gawako,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:void_0}},[artist:toake_mikage],{artist:aono_(f_i_s)},{{{artist:reddizen}}},{artist:colis},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:reddizen},{{artist:kidmo}},[artist:cui_(jidanhaidaitang)],{artist:shiratama_(shiratamaco)},{{artist:rolua}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:reddizen]]]],[[artist:hiten_(hitenkei)]],[artist:cui_(jidanhaidaitang)],{{{artist:beni_shake}}},[[artist:meion]],artist:houkisei,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:nekoda_(maoda)],artist:momoko_(momopoco),artist:shiro9jira,{{{artist:hiten_(hitenkei)}}},{{{{artist:}}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:tandohark],{{artist:v-mag}},artist:siera_(sieracitrus),{{artist:reddizen}},{{{artist:mery_(yangmalgage)}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:houkisei,[[artist:atdan]],[[artist:asakuraf]],{{{artist:kedama_milk}}},{{artist:shiratama_(shiratamaco)}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:rella],[artist:gomzi],{{artist:momozu_komamochi}},[[artist:liduk]],{{artist:potg(piotegu)}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:chiaroscuro]],{{{artist:nardack}}},{{artist:konya_karasue}},{artist:potg(piotegu)},{{{{artist:ningen_mame}}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:cool-kyou_shinja]]]],artist:reddizen,[artist:rei(sanbonzakura)],[artist:muloli],{{artist:shiratama_(shiratamaco)}},artist:,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:sencha_(senchat)}}},[[artist:kedama_milkask_(askzy)]],artist:tab_head,{artist:rella},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:poharo}}},[artist:ruriri],[[[artist:shimhaq]]],[[artist:omone_hokoma_agm]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:nardack],artist:wanke,{artist:mikozin},artist:dk_senie,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:anmi],[[artist:muloli]],[[artist:kase_daiki]],[artist:colis],artist:kawacy,[[artist:ru_zhai]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:kousaki_rui,{artist:berryverrine},[[artist:asakuraf]],[artist:wlop],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:binggong_asylum},artist:ningen_mame,{{artist:nekoda_(maoda)}},[artist:rei(sanbonzakura)],artist:v-mag,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:fujiyama]],{{{artist:mairo}}},artist:tandohark,artist:siera_(sieracitrus),[artist:kedama_milkask_(askzy)],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{{artist:binggong_asylum}}}},{artist:void_0},[[artist:wlop]],[artist:hiten_(hitenkei)],{{artist:momoko_(momopoco)}},[[artist:namie]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:siera_(sieracitrus),{artist:nixeu},{{{{artist:binggong_asylum}}}},{{{artist:mandrill}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:ruriri,{artist:meito_(maze)},artist:reddizen,[[artist:dokuro_deluxe]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:huanxiang_heitu},artist:kedama_milk,[artist:freng],artist:noyu_(noyu23386566),[[[[artist:mafuyu]]]],{artist:omone_hokoma_agm},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:gawako}},[[artist:olchas]],{artist:houkisei},[artist:shiratama_(shiratamaco)],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:koyama_hirokazu],[artist:aono_(f_i_s)],[artist:maccha_(mochancc)],artist:potg(piotegu),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:tekito_midori,artist:beni_shake,{{artist:maccha_(mochancc)}},[[artist:kousaki_rui]],[artist:rolua],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:hiten},[artist:wlop],{{{artist:binggong_asylum}}},[[artist:sho_(sho_lwlw)]],[[[artist:kousaki_rui]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:mvv}},artist:wlop,[[artist:shiratama_(shiratamaco)]],{artist:kedama_milk},[[[artist:liduk]]],artist:shimhaq,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:kidmo},artist:fuzichocomomoco,[[artist:mery_(yangmalgage)]],[[artist:tidsean]],{{{artist:mairo}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:cool-kyou_shinja,artist:konya_karasue,[[artist:gawako]],[[artist:tidsean]],[artist:mecha],{{artist:v-mag}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:}}},{{artist:maccha_(mochancc)}},artist:nixeu,{{{{artist:ogata_tei}}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:olchas},{{artist:atdan}},{{artist:dokuro_deluxe}},[artist:saru],[[artist:misheng_liu_yin]],[[artist:misaka_12003-gou]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:freng,[[artist:mecha]],{artist:poharo},{{{{artist:reoen}}}},{{artist:berryverrine}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:shimhaq],[artist:fuzichocomomoco],[[artist:dk_senie]],{{{artist:kawacy}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:cui_(jidanhaidaitang)}},{{artist:maccha_(mochancc)}},{{{{artist:misaka_12003-gou}}}},artist:meito_(maze),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:mandrill],{artist:houkisei},{{{artist:reoen}}},artist:momozu_komamochi,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:ruriri}}},[[[[artist:meito_(maze)]]]],artist:hiten_(hitenkei),{{{artist:kurot}}},artist:hiten,artist:ask(askzy),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:nababa,{artist:atdan},{{artist:torino_aqua}},[artist:misheng_liu_yin],[[artist:kawacy]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"